Run,Application1AverageBandWidth,Application2AverageBandWidth,Application3AverageBandWidth,Application1ErrorRate,Application2ErrorRate,Application3ErrorRate,Application1Noise,Application2Noise,Application3Noise,Application1Peak,Application2Peak,Application3Peak,Application1Shift,Application2Shift,Application3Shift
49,10,20,25.7904,19.9326,10.4245,5.23545,1,3,2,9,7,10,100,150,100
50,10,20,25.8014,19.9361,10.0043,5.08107,2,3,3,9,7,10,150,150,100
51,11.1287,20,25.7884,19.1595,9.56999,4.93097,3,3,3,9,8,2,50,50,150
52,10,20,25.7864,19.4707,8.82353,5.10706,1,2,2,10,1,9,50,150,100
53,11.1158,20,25.8119,18.7322,10.3509,5.53227,2,3,3,10,6,7,150,50,150
54,11.1135,20,25.7787,18.5874,9.83537,4.87715,2,2,3,10,7,8,150,150,150
55,12.2368,20,25.7649,18.5249,9.62404,5.15588,3,2,1,10,9,2,100,50,100
56,11.1285,20,25.7823,19.2581,10.3333,5.15043,1,2,1,11,2,6,100,150,100
57,12.1854,20,25.7973,17.956,9.98217,5.25518,2,3,1,11,6,6,100,150,100
58,13.2607,20,25.8002,17.3352,9.33027,5.47278,3,1,1,11,6,10,150,100,100
59,11.1165,20,25.7855,18.1912,10.8462,5.16432,1,3,2,11,7,5,100,150,150
60,12.2084,20,25.8097,18.015,10.5901,5.26929,2,1,3,11,11,12,50,150,150
61,13.2908,20,25.8173,17.099,10.1677,5.10335,3,2,2,11,12,8,100,50,150
62,15.289,20,25.7849,15.1072,11.3402,5.29532,3,2,3,12,1,2,150,100,150
63,12.1814,20,25.7795,18.1287,7.04698,4.63212,1,3,2,12,1,12,150,100,150
64,12.1991,20,25.8,18.2864,9.71931,4.4586,1,2,3,12,4,1,50,50,150
65,14.2703,20,25.7707,15.6696,10.985,4.58419,3,3,1,12,4,11,50,150,100
66,14.2623,20,25.8285,15.3203,10.105,5.14117,2,3,1,12,8,4,100,100,50
67,12.1995,20,26,17.8563,10.259,6.54206,1,3,1,12,10,1,50,50,50
68,13.2369,20,25.7928,16.5248,11.0955,5.23607,2,2,2,12,11,11,100,100,150
