Run,Application1AverageBandWidth,Application2AverageBandWidth,Application3AverageBandWidth,Application1ErrorRate,Application2ErrorRate,Application3ErrorRate,Application1Noise,Application2Noise,Application3Noise,Application1Peak,Application2Peak,Application3Peak,Application1Shift,Application2Shift,Application3Shift
44,20.7618,20.7906,20.7052,10.5149,10.2492,10.4616,3,1,2,8,6,12,150,50,100
45,20.7829,20.8144,20.5808,10.2879,10.3929,9.97596,3,2,2,8,9,3,100,150,100
46,20.5855,20.7104,20.8742,10.3198,10.0837,9.73175,3,3,3,8,11,5,100,50,100
47,20.7983,20.632,20.6465,10.3085,10.2559,10.6522,2,2,3,9,7,5,50,50,150
48,20.6253,20.7169,20.8248,9.86748,10.4948,9.99361,3,3,1,9,8,9,100,100,150
49,20.8925,20.7325,20.5993,10.3288,11.046,10.3267,3,1,3,9,10,2,150,50,50
50,20.658,20.8573,20.6807,11.0915,10.1555,10.3973,2,3,3,9,10,12,50,150,100
51,20.853,20.8255,20.8727,11.2867,10.3618,13.522,2,2,3,9,12,1,100,100,100
52,20.7551,20.6526,20.8392,10.3046,10.3424,10.3457,3,2,3,9,12,6,100,100,100
53,20.8114,20.4684,20.0462,10.672,9.46746,9.51883,2,3,2,10,2,2,50,100,150
54,20.8427,20.4496,20.7018,10.0576,9.36123,10.2908,2,2,1,10,2,5,100,150,150
55,20.7332,20.7442,20.9266,9.73961,11.6889,9.94658,1,2,1,10,4,6,50,50,150
56,20.7406,20.6652,20.7574,10.2821,10.62,10.4905,2,1,1,10,5,11,50,150,100
57,20.6382,20.7551,20.6947,10.1427,10.0212,10.2629,3,3,1,10,7,4,100,150,150
58,20.7958,20.6785,20.7213,10.6009,10.2872,10.3751,3,2,3,10,10,9,50,150,150
59,20.7212,20.7032,20.6156,10.1431,10.7775,9.93724,3,2,3,10,11,2,150,150,100
60,20.7761,20.5815,20.7895,10.3697,10.4597,10.4251,2,2,2,11,12,8,150,50,50
61,20.7593,19.8058,20.6332,10.2413,7.20721,9.91434,3,1,3,12,1,8,150,100,50
62,20.8224,20.9594,20.512,10.361,11.3183,10.0021,2,1,2,12,6,7,150,100,50
63,20.7399,20.7808,20.7194,10.1256,10.5885,10.2485,3,3,2,12,7,6,100,100,100
