Run,Application1AverageBandWidth,Application2AverageBandWidth,Application3AverageBandWidth,Application1ErrorRate,Application2ErrorRate,Application3ErrorRate,Application1Noise,Application2Noise,Application3Noise,Application1Peak,Application2Peak,Application3Peak,Application1Shift,Application2Shift,Application3Shift
58,13.2591,20,25.7964,17.3314,9.35418,5.4085,3,1,1,11,6,10,150,100,100
59,11.1151,20,25.7824,18.1724,10.8626,5.0681,1,3,2,11,7,5,100,150,150
60,12.2043,20,25.8093,18.02,10.5568,5.27054,2,1,3,11,11,12,50,150,150
61,13.2895,20,25.8198,17.0879,10.1449,5.17052,3,2,2,11,12,8,100,50,150
62,14.2831,20,25.8014,16.2987,8.1448,5.56641,3,2,3,12,1,2,150,100,150
63,12.181,20,25.7791,18.0976,7.54717,4.62909,1,3,2,12,1,12,150,100,150
64,12.1997,20,25.7372,18.2714,9.79253,3.40557,1,2,3,12,4,1,50,50,150
65,14.2704,20,25.7692,15.6279,11.1201,4.56768,3,3,1,12,4,11,50,150,100
66,14.2595,20,25.823,15.3298,10.0727,5.0819,2,3,1,12,8,4,100,100,50
67,12.1993,20,25.8416,17.855,10.2626,4.71698,1,3,1,12,10,1,50,50,50
68,13.2361,20,25.7962,16.5458,11.0305,5.28889,2,2,2,12,11,11,100,100,150
