Index,CurrentCost,TotalCost,CurrentPackets,TotalPackets, TrafficIntensity
262,890,148160,18,3413,13.0267
263,720,148880,18,3431,13.0456
264,880,149760,17,3448,13.0606
265,710,150470,18,3466,13.0792
266,610,151080,18,3484,13.0977
267,680,151760,18,3502,13.1161
268,660,152420,18,3520,13.1343
269,690,153110,18,3538,13.1524
270,740,153850,18,3556,13.1704
271,410,154260,16,3572,13.1808
272,640,154900,18,3590,13.1985
273,810,155710,18,3608,13.2161
274,900,156610,21,3629,13.2445
275,1150,157760,19,3648,13.2655
276,700,158460,19,3667,13.2862
277,840,159300,21,3688,13.3141
278,890,160190,19,3707,13.3345
279,810,161000,20,3727,13.3584
280,630,161630,14,3741,13.3607
281,870,162500,21,3762,13.3879
282,780,163280,17,3779,13.4007
283,1080,164360,16,3795,13.4099
284,860,165220,18,3813,13.4261
285,790,166010,19,3832,13.4456
286,1040,167050,19,3851,13.465
287,550,167600,21,3872,13.4913
288,520,168120,17,3889,13.5035
289,750,168870,20,3909,13.526
290,780,169650,17,3926,13.5379
291,600,170250,18,3944,13.5533
292,800,171050,18,3962,13.5685
293,1020,172070,20,3982,13.5904
294,340,172410,16,3998,13.5986
295,950,173360,18,4016,13.6136
296,690,174050,18,4034,13.6284
297,610,174660,18,4052,13.6431
298,590,175250,19,4071,13.6611
299,1040,176290,18,4089,13.6756
300,1000,177290,16,4105,13.6833
301,600,177890,18,4123,13.6977
302,630,178520,15,4138,13.702
303,900,179420,19,4157,13.7195
304,670,180090,17,4174,13.7303
305,1190,181280,22,4196,13.7574
306,1170,182450,15,4211,13.7614
307,690,183140,18,4229,13.7752
308,670,183810,17,4246,13.7857
309,920,184730,16,4262,13.7929
310,890,185620,18,4280,13.8065
311,790,186410,18,4298,13.8199
312,1200,187610,19,4317,13.8365
313,760,188370,15,4332,13.8403
314,520,188890,18,4350,13.8535
315,700,189590,18,4368,13.8667
316,880,190470,21,4389,13.8892
317,1130,191600,17,4406,13.8991
318,1190,192790,17,4423,13.9088
319,780,193570,18,4441,13.9216
320,460,194030,16,4457,13.9281
321,580,194610,18,4475,13.9408
322,750,195360,17,4492,13.9503
323,640,196000,15,4507,13.9536
324,410,196410,15,4522,13.9568
325,840,197250,17,4539,13.9662
326,570,197820,17,4556,13.9755
327,720,198540,15,4571,13.9786
328,590,199130,17,4588,13.9878
329,850,199980,17,4605,13.997
330,850,200830,17,4622,14.0061
331,1000,201830,17,4639,14.0151
332,610,202440,18,4657,14.0271
333,610,203050,16,4673,14.033
334,870,203920,19,4692,14.0479
335,820,204740,16,4708,14.0537
336,460,205200,19,4727,14.0685
337,520,205720,17,4744,14.0772
338,680,206400,17,4761,14.0858
339,710,207110,17,4778,14.0944
340,760,207870,19,4797,14.1088
341,560,208430,16,4813,14.1144
342,790,209220,13,4826,14.1111
343,650,209870,16,4842,14.1166
344,680,210550,16,4858,14.1221
345,660,211210,16,4874,14.1275
346,790,212000,19,4893,14.1416
347,850,212850,17,4910,14.1499
348,570,213420,16,4926,14.1552
349,490,213910,15,4941,14.1576
350,610,214520,15,4956,14.16
351,470,214990,14,4970,14.1595
352,710,215700,14,4984,14.1591
353,570,216270,14,4998,14.1586
354,450,216720,11,5009,14.1497
355,650,217370,15,5024,14.1521
356,460,217830,15,5039,14.1545
357,400,218230,14,5053,14.1541
358,790,219020,14,5067,14.1536
359,310,219330,13,5080,14.1504
360,280,219610,12,5092,14.1444
361,630,220240,13,5105,14.1413
362,540,220780,14,5119,14.1409
363,720,221500,14,5133,14.1405
364,630,222130,13,5146,14.1374
365,520,222650,13,5159,14.1342
366,260,222910,13,5172,14.1311
367,270,223180,13,5185,14.1281
368,400,223580,10,5195,14.1168
369,500,224080,11,5206,14.1084
370,780,224860,13,5219,14.1054
371,510,225370,10,5229,14.0943
372,590,225960,11,5240,14.086
373,400,226360,12,5252,14.0804
374,500,226860,11,5263,14.0722
375,460,227320,14,5277,14.072
376,300,227620,8,5285,14.0559
377,650,228270,10,5295,14.0451
378,370,228640,13,5308,14.0423
379,490,229130,9,5317,14.029
380,570,229700,10,5327,14.0184
381,310,230010,10,5337,14.0079
382,330,230340,10,5347,13.9974
383,390,230730,10,5357,13.9869
384,440,231170,12,5369,13.9818
385,670,231840,12,5381,13.9766
386,470,232310,8,5389,13.9611
387,460,232770,9,5398,13.9483
388,390,233160,8,5406,13.933
389,270,233430,7,5413,13.9152
390,220,233650,9,5422,13.9026
391,260,233910,8,5430,13.8875
392,270,234180,8,5438,13.8724
393,250,234430,5,5443,13.8499
394,280,234710,7,5450,13.8325
395,200,234910,7,5457,13.8152
